text,intent,label
"YDych chi erioed wedi gwylio ffilm, pan ar ôl iddi ddod i ben, eich chwith yn ystyried beth yn y byd oedd y cyfan? Wel, dywedwch helo i ""sgrechian, babi, sgrechian"".",negative,0
"Dwi ddim yn credu bod y ffilm hon yn werth ei wylio. Mae'r cinematograffi yn wael, ac mae'r gerddoriaeth yn aflonyddu.",negative,0
Mae'n debyg mai tdy yw'r darn sbwriel gwaethaf erioed i daro'r dewis syth i fideo... Maen nhw'n cymryd golygfa o'r drefn sy'n serennu jean claude van damme ac mae hyn yn fy nigio oherwydd bod van damme yn ffefryn personol ar gyfer comedi ffilm b.,negative,0
"Dwi newydd orflen gwylio Goliath yn aros i mi archebu o fy llyfrgell. Cofiais yn annelwig flynyddoedd yn ôl ac roeddwn am ei wylio gyda fy mab. Beth bynnag, roedd y ffilm yn llai na 2 awr o amser rhedeg ac roeddwn i'n meddwl ei bod hi'n llawer hirach pan welais i hi gyntaf.",negative,0
"Mae'r cynnwys yn wych, yn dangos gwerthfawr pob dyn. Byddaf yn argymell y ffilm hon i bawb.",positive,1
Mae'n debyg mai tdy yw'r darn sbwriel gwaethaf erioed i daro'r dewis syth i fideo. maen nhw'n cymryd golygfa o'r drefn sy'n serennu jean claude van damme ac mae hyn yn fy nigio oherwydd bod van damme yn ffefryn personol ar gyfer comedi ffilm b.,negative,0
Roedd y ffilm hon yn llai na 2 awr o amser rhedeg ac roeddwn i'n meddwl ei bod hi'n llawer hirach pan welais i hi gyntaf...,negative,0
Yn wir feiolinydd mwyaf ei genhedlaeth ac mae'r ffilm yn rhoi cyfle prin iddo ddangos ei dechneg ar y sgrin.,positive,1
Dwi'n credu bod hwn yn un o'r ffilmiau waethaf erioed. Mae'r plot yn anghynhenid ac yn ymddangos bron ar hap ar brydiau.,negative,0
"Roedd hwn yn amlwg yn gynhyrchiad cyllideb eithaf isel, ond roedd y cast yn eithaf gweddus, roedd gan y rhagosodiad sylfaenol addewid, a gellid bod wedi gwneud rhywbeth mwy ag ef, ond nid oedd y sgript mor wych â hynny.",negative,0
Mae'n debyg mai tdy yw'r darn sbwriel gwaethaf erioed i daro'r dewis syth i fideo. Maen nhw'n cymryd golygfa o'r drefn sy'n serennu Jean Claude Van Damme ac mae hyn yn fy nigio oherwydd bod Van Damme yn ffefryn personol ar gyfer comedi ffilm B.,negative,0
Mae'r rhaglen yn gwneud i mi feddwl am ysbrydoliaeth ac angerdd. Mae'r cyflwynydd yn gwneud job da iawn ac mae'r cynnwys yn diddordeb.,positive,1
Mae'r ffilm yn gwneud i mi feddwl am cariad a chyfeillgarwch. Mae'r perfformiadau yn arbennig o dda ac mae'r stori yn diddordeb.,positive,1
Ydw i'n iawn wrth feddwl euthum i weld yr un ffilm â phawb arall. . roedd y ffilm hon yn ofnadwy. Rwy'n gefnogwr o bob un o 3 chyfres cynghrair y boneddigion ac rwyf bob amser wedi parchu gwreiddioldeb yr ysgrifenwyr...,negative,0
"Mae Walter Matthau yn fendigedig gan fod y deintydd ""dyngarol"" Dr. Julian Winston. Roedd Simmons Toni Kook cyffwrdd Goldie Hawn yn sicr yn haeddu ennill ei Oscar.",positive,1
"Mae'r ffilm hon yn wych iawn, yn casgliad o storiau bywiograpiadol am Gymru a'i phobl.",positive,1
Ydw i'n iawn wrth feddwl euthum i weld yr un ffilm â phawb arall. . Roedd y ffilm hon yn ofnadwy. Rwy'n gefnogwr o bob un o 3 chyfres cynghrair y boneddigion ac rwyf bob amser wedi parchu gwreiddioldeb yr ysgrifenwyr...,negative,0
"Roedd y perfformiad yn rhagorol, a chodwyd poblogaeth gydol y noswaith. Byddaf yn siarad am y sbort yn un o'r prydau mwyaf hapus yn fy mywyd.",positive,1
Hollol y peth gorau a welais erioed ar y teledu. Roedd yn ddifyr ac yn addysgiadol. Y rheswm y darganfyddais y wefan hon yw ymgais i ddarganfod sut y gallaf ei gweld eto.,positive,1
Nid wyf yn credu bod pobl yn cloddio'r sbwriel hwn... Mae'r rhan fwyaf o'r sioeau ar y teledu yn eithaf gwael...,negative,0
Mae'r actorion yn griw o gollwyr c + sydd erioed wedi mynd i unman... felly roedd hwn yn amlwg yn gynhyrchiad cyllideb eithaf isel...,negative,0
"Shwmae, mae'r ffilm hon yn wych iawn! Mae'r cymeriadau yn realistig ac mae'r stori yn diddordeb. Dwi'n caru'r ffilm hon ac dwi'n argymell iddi.",positive,1
"Er ei fod yn cael ei hyrwyddo fel un o'r ffilmiau Twrcaidd mwyaf diffuant gyda chast amatur, hufen iâ...",negative,0
"Fodd bynnag, nid oedd ""robot"" mor ddrwg â hynny mewn gwirionedd. Hon yw sioe deledu 1990, nid y ffilm o 1979...",negative,0
"Iawn, felly mae yna bobl bob amser allan yna sy'n ymddangos yn ei gwneud hi'n bwynt i beidio â hoffi ffilmiau oherwydd eu bod nhw'n dda, ond yn hytrach yn dewis hoffi ffilmiau yn seiliedig ar ba mor ddigalon neu ddiflas y gallant fod, neu a ydyn nhw o a gwlad dramor.",positive,1
Roedd hi'n noson arbennig iawn ac yn un i'w chuckrio'n hir iawn.,positive,1
"Mae'r ffilm hon yn un o'r goreuon i mi, ac mae'n gwneud i mi teimlo'n hapus.",positive,1
"Byddai'n rhoi llawer o gredyd i'r crew a wnaeth y ffilm hon. Mae'r stori yn wych, a chaiff y castio eu hymrwymo.",positive,1
"Roedd y ffilm hon yn wych iawn, yn dangos pob math o emosiynau ac yn rhoi cystadleuaeth i'r actorion i roi'u hymor a'u talentau ar wahân. Byden i'n caru'r ffordd y cafodd y stori ei hadrodd.",positive,1
"Iawn, felly mae yna bobl bob amser allan yna sy'n ymddangos yn ei gwneud hi'n bwynt i peidio â hoffi ffilmiau oherwydd eu bod nhw'n dda, ond yn hytrach yn dewis hoffi ffilmiau yn seiliedig ar ba mor ddigalon neu ddiflas y gallant fod, neu a ydyn nhw o a gwlad dramor.",positive,1
"Rwy'n casáu'r ffilm hon. Mae'r stori yn drylliw, ac mae'r actorion yn gwan.",negative,0
"Yn wir feiolinydd mwyaf ei genhedlaeth ac mae'r ffilm yn rhoi cyfle prin iddo ddangos ei dechneg ar y sgrin. Mae'r plant, yn enwedig ailosod genynnau, yn iawn ac, ar y cyfan, mae'r llun yn enghraifft dda o deulu stiwdio o'r radd flaenaf.",positive,1
"Rwy'n caru'r fformat newydd hwn, ac mae'n gwneud y ffilm yn fwy diddordeb.",positive,1
"Mae hon yn ffilm werthfawr iawn, yn dangos pob math o emosiynau, o galon i waetháu, ac yn rhoi cystadleuaeth i'r actorion i roi'u hymor a'u talentau ar wahân.",positive,1
"Er ei fod yn cael ei hyrwyddo fel un o'r ffilmiau Twrcaidd mwyaf diffuant gyda chast amatur, hufen iâ, rwy'n sgrechian yn debycach i wawdlun o ddiffuantrwydd.",negative,0
"Mae'r ffilm hon yn un o'r pryddestau mwyaf cân ein bywyd, yn dangos pa mor bwysig yw'r teulu ac yn rhoi pwyslais ar y berthynas rhwng pawb. Bydden i'n siarad am y ffilm hon fel pe baech dyn gwaelod.",positive,1
"YDych chi erioed wedi gwylio ffilm, pan ar ôl iddi ddod i ben, eich chwith yn ystyried beth yn y byd oedd y cyfan? Wel, dywedwch helo i ""Sgrechian, Babi, Sgrechian""... Er mawr syndod i mi, rwyf wedi darganfod iddo gael ei ysgrifennu gan un o fy ffefrynnau erioed, Larry Cohen.",negative,0
"Ydw i'n iawn wrth feddwl euthum i weld yr un ffilm â phawb arall. . Roedd y ffilm hon yn ofnadwy. Rwy'n gefnogwr o bob un o 3 chyfres cynghrair y boneddigion ac rwyf bob amser wedi parchu gwreiddioldeb yr ysgrifenwyr, hyd yn oed pan newidiodd y fformat yng nghyfres 3.",negative,0
"Gallai llanc disglair sydd â diddordeb mewn cerddoriaeth ""ddifrifol"".",positive,1
"Mae'r ffilm hon yn ffilm wych iawn, yn llawn o hiwmor a chymeriadau annwyl. Mae'r cast yn uwch na'r rhan fwyaf o ffilmiau eraill.",positive,1
"Yn y bôn, mae tad merch yn cael ei syfrdanu gan gyd-gangsters, ac yn ddiweddarach mae hi'n dod yn lleidr, ac eisiau dial ei farwolaeth...",negative,0
"Dwi'n caru'r ffilm hon, ac mae hi'n werth wylio. Mae'r stori yn diddordeb, a'r actors yn gwneud gwaith da iawn. Dwi'n credu bod pawb yn gallu mwynhau'r ffilm hon.",positive,1
"Gallai llanc disglair sydd â diddordeb mewn cerddoriaeth ""ddifrifol"" – rhaid cyfaddef ei fod yn frid diflanedig – a fydd yn chwarae'r ffidil pan na all unrhyw un chwarae'r ffidil ?? – fod hon yn ffuglen ddiddorol am blant stryd a sêr cerddorol gwych.",positive,1
Dwi newydd orffen gwylio goliath yn aros i mi archebu o fy llyfrgell. Cofiais yn annelwig flynyddoedd yn ôl...,negative,0
"YDych chi erioed wedi gwylio ffilm, pan ar ôl iddi ddod i ben, eich chwith yn ystyried beth yn y byd oedd y cyfan? Wel, dywedwch helo i ""Sgrechian, babi, Sgrechian"". Nid yw'n gymhleth y stori nac unrhyw beth felly, dim ond ei bod yn chwarae allan mewn tri dull hollol wahanol...",negative,0
Mae melltith ynys mwnci yn gêm fideo wych ac mae'n drawiad athrylith gan ddylunwyr y gemau fideo yn LucasArts i fod wedi creu'r dilyniant hwn.,positive,1
"Er ei fod yn cael ei hyrwyddo fel un o'r ffilmiau Twrcaidd mwyaf diffuant gyda chast amatur, hufen iâ, rwy'n sgrechian yn debycach i wawdlun o ddiffuantrwydd. Mae'r plot yn agor gyda'r freuddwyd o Ali, gwerthwr hufen iâ teithiol mewn tref Anatolia orllewinol...",negative,0
Ydw i'n iawn wrth feddwl euthum i weld yr un ffilm â phawb arall. . roedd y ffilm hon yn ofnadwy.,negative,0
"Dwi newydd orffen gwylio Goliath yn aros i mi archebu o fy llyfrgell. Cofiais yn annelwig flynyddoedd yn ôl ac roeddwn am ei wylio gyda fy mab. Beth bynnag, roedd y ffilm yn llai na 2 awr o amser rhedeg ac roeddwn i'n meddwl ei bod hi'n llawer hirach pan welais i hi gyntaf.",negative,0
"Er ei fod yn cael ei hyrwyddo fel un o'r ffilmiau Twrcaidd mwyaf diffuant gyda chast amatur, hufen iâ, rwy'n sgrechian yn debycach i wawdlun o ddiffuantrwydd...",negative,0
Mae'r ffilm yn rhoi cyfle prin iddo ddangos ei dechneg ar y sgrin.,positive,1
"Dwi newydd orffen gwylio goliath yn aros i mi archebu o fy llyfrgell. Beth bynnag, roedd y ffilm yn llai na 2 awr o amser rhedeg ac roeddwn i'n meddwl ei bod hi'n llawer hirach pan welais i hi gyntaf.",negative,0
"Nid wyf yn credu bod pobl yn cloddio'r sbwriel hwn. Mae'r rhan fwyaf o'r sioeau ar y teledu yn eithaf gwael, ac mae hyn wedi bod yn duedd barhaus ers tro bellach - maen nhw'n tal i waethygu, ond mae Las Vegas yn bentan yn mynd â hi adref.",negative,0
Mae'r cyfansoddiadau yn y ffilm hon yn gwneud i mi feddwl am y byd yn wahanol.,positive,1
"Byddai'n dweud mai hon yw'r ffilm orau i'm weld erioed. Mae'n dipyn o waith, ond mae'n werth ystrywedd.",positive,1
"Mae'r perfformiad yn wych, yn dangos talent enfawr yr actorion. Byddaf yn argymell y ffilm hon i unrhyw un.",positive,1
"Dwi newydd orflen gwylio Goliath yn aros i mi archebu o fy llyfrgell. Beth bynnag, roedd y ffilm yn llai na 2 awr o amser rhedeg ac roeddwn i'n meddwl ei bod hi'n llawer hirach pan welais i hi gyntaf.",negative,0
"Roedd y ffilm yn wych, yn gyffrous, ac yn hapusrwyddol. Byddai'n rhoi 5 seren iddi heb ochr ystyriol.",positive,1
Nid wyf yn credu bod pobl yn cloddio'r sbwriel hwn. Mae'r rhan fwyaf o'r sioeau ar y teledu yn eithaf gwael...,negative,0
"Yn y bôn, mae tad merch yn cael ei syfrdanu gan gyd-gangsters, ac yn ddiweddarach mae hi'n dod yn lleidr, ac eisiau dial ei farwolaeth, ac yna mae'n mynd i mewn i rasied amddiffyn mob... Roedd enw da ""RVAM"" yn ei ragflaenu.",negative,0
"Mae hi yn ffilm wych i'w gwylio yn ystod y gwanwyn, neu unrhyw amser o ran hynny.",positive,1
Mae'r actorion yn griw o gollwyr c+ sydd erioed wedi mynd i unman... felly roedd hwn yn amlwg yn gynhyrchiad cyllideb eithaf isel...,negative,0
Ydw i'n iawn wrth feddwl euthum i weld yr un ffilm â phawb arall. . Roedd y ffilm hon yn ofnadwy.,negative,0
"Ydw i'n iawn wrth feddwl euthum i weld yr un ffilm â phawb arall. . Roedd y ffilm hon yn ofnadwy. Rwy'n gefnogwr o bob un o 3 chyfres cynghrair y Boneddigion ac rwyf bob amser wedi parchu gwreiddiolaeb yr ysgrifenwyr, hyd yn oed pan newidiodd y fformat yng nghyfres 3.",negative,0
"Mae'r cynhadledd hon yn un o'r pryddest erioed wedi'u gwneud - mae'r siaradwyr yn wych, mae'r sesiynau yn dda, a mae'r atmosffer yn gyffrous.",positive,1
"Mae'r ffilm hon yn ffilm real iawn am bobl real iawn, does yr un ohonyn nhw'n berffaith mewn unrhyw ffordd ond gyda'i gilydd maen nhw'n cael eu rhoi mewn sefyllfa lle maen nhw'n dysgu archwilio a derbyn yr hyn sy'n wahanol ac mae hynny yn ei tro yn.",positive,1
Mae melltith ynys mwnci yn gêm fideo wych ac mae'n drawiad athrylith gan ddylunwyr y gemau fideo yn lucasarts i fod wedi creu'r dilyniant hwn.,positive,1
Mae'r ffilm hon yn ofnadwy... Dyna sioe ofnadwy...,negative,0
Mae hi'n bwyt yn anhygoel o dda ac yn rhoi llawer o syniad i'm pwnc.,positive,1
Byddaf yn sôn bod sandra bullock wedi gwneud gwaith anhygoel gyda'r ffilm hon.,positive,1
Roedd y ffilm hon yn llai na 2 awr o amser rhedeg ac roeddwn i'n meddwl ei bod hi'n llawer hirach pan welais i hi gyntaf.,negative,0
"Roedd hi'n wir yn wych, yn ffilm ddrama gyda thémâu crefyddol a chyfiawnedd.",positive,1
"Roedd y ffilm hon yn dipyn o sioc, ond mae hi bellach yn un o'm ffilmiau favorite. Mae'r actors yn wych ac mae'r stori yn diddordeb.",positive,1
"Roedd y cyfansoddiadau yn wych, yn cyflwyno emosiwnau cryfder yn y ffilm. Mae'r gerddoriaeth yn dod â'r stori i life.",positive,1
"Roedd y ffilm hon yn un o'r pryddest erioed wedi'u gwneud - mae'r stori yn dda, mae'r actorion yn wych, a mae'r gerddoriaeth yn anhygoel.",positive,1
Mae'n debyg mai tdy yw'r darn sbwriel gwaethaf erioed i daro'r dewis syth i fideo...,negative,0
"Mae pob darn o'r ffilm hon yn perffeith, o'r cast i'r cinematograffi. Mae'n ffilm wych i'w gwylio ac yn Haeddu'i sylw.",positive,1
Hollol y peth gorau a welais erioed ar y teledu. Roedd yn ddifyr ac yn addysgiadol.,positive,1
"Mae'r cynnwys yn hollbwysig, ac mae'r cyfansoddi yn perffeith. Dwi'n caru'r ffilm hon yn fawr.",positive,1
"Dwi newydd orffen gwylio Goliath yn aros i mi archebu o fy llyfrgell... Beth bynnag, roedd y ffilm yn llai na 2 awr o amser rhedeg ac roeddwn i'n meddwl ei bod hi'n llawer hirach...",negative,0
"Mae melltith ynys mwnci yn gêm fideo wych ac mae'n drawiad athrylith gan ddylunwyr y gemau fideo yn lucasarts i fod wedi creu'r dilyniant hwn. Mae'r cymeriadau i gyd yn wych, roedd y llais dros y cymeriadau yn realistig ac yn ddoniol.",positive,1
Roedd y ffilm hon yn ofnadwy... dyna sioe ofnadwy...,negative,0
"Byddaf yn dweud mai hon yw'r ffilm orau erioed i mi weld. Mae'r cymeriadau yn werthfawr, a'r stori yn ddiddordeb.",positive,1
"Roedd y cyngerdd yn wych, a chanodd y band yn arbennig o dda. Byddai'n mynnu i weld y band yn byw eto.",positive,1
Roedd y cyflwyno yn gwych ac yn dangos faint o waith caled a chyfalaf oedd wedi mynd i mewn i greu'r cynnwys.,positive,1
"Mae tad merch yn cael ei syfrdanu gan gyd-gangsters, ac yn ddiweddarach mae hi'n dod yn lleidr...",negative,0
"Nid wyf yn hoffi'r ffilm hon o gwbl. Mae'r stori yn anghytuno, ac mae'r cymeriadau yn aflonyddu.",negative,0
"Roedd enw da ""rvam"" yn ei ragflaenu. Clywais amdano gyntaf yn un o'r llyfrau ffilmiau arddull medved hynny, ""y 50 ffilm waethaf erioed""...",negative,0
Mae'r actorion yn griw o gollwyr C+ sydd erioed wedi mynd i unman... felly roedd hwn yn amlwg yn gynhyrchiad cyllideb eithaf isel.,negative,0
"Mae'r ffilm yn llawn o syniadau creadigol, ac mae'r cyfansoddi yn wych. Byddai'n rhoi 10/10 iddi.",positive,1
"Byddai'n well ganddo fo i weld mwy o ffilmiau fel hon, yn sôn am bywyd Cymru a'i thraddodiadau.",positive,1
Er ei fod yn cael ei hyrwyddo fel un o'r ffilmiau Twrcaidd mwyaf diffuant gyda chast amatur...,negative,0
"Mae'r plant, yn enwedig ailosod genynnau, yn iawn ac, ar y cyfan, mae'r llun yn enghraifft dda o deulu stiwdio o'r radd flaenaf.",positive,1
"Mae'r gêm fideo hon yn wych ac mae'n drawiad athrylith gan ddylunwyr y gemau fideo yn lucasarts. Mae'r cymeriadau i gyd yn wych, roedd y llais dros y cymeriadau yn realistig ac yn ddoniol.",positive,1
Mae'n debyg mai tdy yw'r darn sbwriel gwaethaf erioed i daro'r dewis syth i fideo. Maen nhw'n cymryd golygfa o'r drefn sy'n serennu jean claude van damme ac mae hyn yn fy nigio oherwydd bod van damme yn ffefryn personol ar gyfer comedi ffilm b.,negative,0
"Mae Melltith Ynys Mwnci yn gêm fideo wych, ac mae'n drawiad athrylith gan ddylunwyr y gemau fideo yn LucasArts i fod wedi creu'r dilyniant hwn.",positive,1
"Byddaf yn cynnig llawenydd i'r cyfansoddwr, am greu cynghanedd mor uchelfrydedd. Mae'r gerddoriaeth yn gwneud i mi feddwl am ystordy, ac mae'n gwneud i mi deimlo'n hapus.",positive,1
"Roedd y perfformiad yn wych, yn dangos talent enfawr y cast.",positive,1
Roedd yn ddifyr ac yn addysgiadol. Y rheswm y darganfyddais y wefan hon yw ymgais i ddarganfod sut y gallaf ei gweld eto.,positive,1
"Mae'r gêm fideo hon yn un o'r rhai orau erioed wedi'u gwneud - mae'r graffics yn anhygoel, mae'r gameplay yn dda, a mae'r stori yn gyffrous.",positive,1
"Dwi newydd orffen gwylio Goliath yn aros i mi archebu o fy llyfrgell. Coffais yn annelwig flynyddoedd yn ôl ac roeddwn am ei wylio gyda fy mab. Beth bynnag, roedd y ffilm yn llai na 2 awr o amser rhedeg...",negative,0
"Hon yw sioe deledu 1990, nid y ffilm o 1979... Doeddwn i ddim yn gofalu amdano gormod. .i jyst yn teimlo nad oedd y stori yno, ac nid oedd llawer o gyffro na drama.",negative,0
Mae'n debyg mai tdy yw'r darn sbwriel gwaethaf erioed i daro'r dewis syth i fideo. Maen nhw'n cymryd golygfa o'r drefn sy'n serennu jean claude van damme.,negative,0
"Er ei fod yn cael ei hyrwyddo fel un o'r ffilmiau Twrcaidd mwyaf diffuant gyda chast amatur... Hufen iâ, rwy'n sgrechian yn debycach i wawdlun o ddiffuantrwydd.",negative,0
"YDych chi erioed wedi gwylio ffilm, pan ar ôl iddi ddod i ben, eich chwith yn ystyried beth yn y byd oedd y cyfan? wel, dywedwch helo i ""sgrechian, babi, sgrechian"".",negative,0
"Mae'r llyfr hon yn un o'r rhai mwyaf diddordeb erioed wedi'i ddarllen. Mae'r awdur yn ysgrifennydd talentog, a chanfuodd hi'n iawn.",positive,1
"Ydw i'n iawn wrth feddwl euthum i weld yr un ffilm â phawb arall. . roedd y ffilm hon yn ofnadwy. Rwy'n gefnogwr o bob un o 3 chyfres cynghrair y boneddigion ac rwyf bob amser wedi parchu gwreiddiolaeb yr ysgrifenwyr, hyd yn oed pan newidiodd y fformat yng nghyfres 3.",negative,0
"Pob dyn yn wladychu yn y byd, mae'r ffilm hon yn cynnwys pob math o emosiwn: cariad, tristwch, balchder... Felly, mae'n werth ein pryd yn olwg yn y ffilm hon.",positive,1
Mae'r cylchgrawn yn llawn o syniadau creadigol ac yn rhoi inspiriolaeth i ni i gyd.,positive,1
Byddaf yn sôn bod sandra bullock wedi gwneud gwaith anhygoel gyda'r ffilm hon. Roedd hi wir wedi dod â llawer o gydymdeimlad â,positive,1
